latitude,longitude,event_date,precipitation_sum_last_10_days,precipitation_sum_last_7_days,precipitation_sum_last_3_days,temperature_2m_max_in_last_10_days,temperature_2m_min_in_last_10_days,soil_moisture_0_to_7cm_mean_last_5_days,rainfall_trend_last_5_days,days_with_rain_gt_20mm_last_10_days,consecutive_rainy_days
16.28332586,80.26097734,05/27/2017 01:34:00 PM,9.4,9,3.4,44.5,28.5,0.136866667,0.39,0,2
30.070512,80.237218,08-10-2016 19:22,125.3,72.3,25.1,23.3,15.6,0.424433333,-3.53,3,6
24.21988831,93.20266204,06/26/2017 01:20:00 PM,144.1,120.6,70,29.1,19.9,0.421525,4.81,2,10
27.6835,86.1804,08-09-2016 13:37,234,169.9,85.7,20.2,14.2,0.425625,1.68,7,10
11.34165808,76.8694278,06-01-2017 13:34,148.8,117.9,20.7,34.2,21.3,0.391058333,-5.1,3,10
22.65620215,93.61589869,05/29/2017 01:34:00 PM,42.1,40,39.8,30.2,14.4,0.220383333,4.91,1,4
32.62803,75.37123,06/21/2017 06:51:00 PM,29.9,25.2,20.8,34.3,21.1,0.15105,2.94,0,8
25.15246863,92.94670614,06-04-2017 13:34,645.1,611.3,405.5,26.9,18.3,0.51055,9.61,6,10
21.87861504,92.2676503,06/13/2017 06:48:00 PM,429.1,392.6,290.3,35.5,24.2,0.414483333,34.91,4,10
24.30415689,93.18182448,06/27/2017 01:20:00 PM,180.5,169.8,86.4,27.9,20.1,0.422475,2.78,4,10
30.56504675,79.56163208,05/20/2017 08:14:00 PM,20.7,18.2,14.6,27.7,12.1,0.317266667,1.26,0,5
31.581485,78.412784,08/15/2016 07:22:00 PM,63.9,37,14.4,25.7,14.6,0.401466667,-0.57,0,10
26.88161,95.399897,08/16/2016 12:40:00 PM,149.3,73.2,32.1,29.6,22.2,0.467183333,2.32,3,10
30.73315585,79.49231617,05/20/2017 08:14:00 PM,16.8,16.8,2.4,11,-4.6,0.3303,-0.14,0,2
30.02715,67.458172,05/24/2017 08:14:00 PM,4,3,2.4,38,20.1,0.022816667,0.41,0,2
33.63251807,75.23162006,06/21/2017 01:15:00 PM,7.3,6.2,3.4,27.4,10.3,0.222691667,0.53,0,4
13.90074546,74.66018578,06-12-2017 13:27,639.6,580.2,489.2,29.5,23.7,0.51255,62.41,7,10
6.519724975,80.15402093,05/25/2017 08:14:00 PM,163.8,131.6,61.3,30.5,23.7,0.505366667,1.72,2,10
29.60012,80.630002,06/29/2017 01:37:00 PM,68.3,50.4,30,25.9,15.9,0.384491667,0.98,0,10
23.86469956,91.8949662,06-03-2017 13:20,149.2,136.3,20.7,34.3,23.2,0.416233333,-12.51,2,10
30.33597362,79.31958144,06-06-2017 13:27,26.5,12.3,0.1,36.4,17.6,0.357325,-0.36,0,6
29.48,82.2896,08-09-2016 13:37,115.2,55.8,21.5,15.4,6.3,0.420733333,0.52,2,10
29.350849,79.451264,08/16/2016 12:40:00 PM,243.3,198.2,49.4,25.7,19.5,0.48135,-1.08,5,10
14.42827957,74.41606625,06-11-2017 13:27,307.9,252.6,174.1,29.8,24.6,0.511141667,13.3,6,10
13.87803507,74.6246332,06-12-2017 13:27,639.6,580.2,489.2,29.5,23.7,0.51255,62.41,7,10
26.9653186,88.2667225,06-05-2017 13:34,144.5,116,88.2,23,12.7,0.409125,15.31,1,10
33.01739981,74.93828041,06/21/2017 01:15:00 PM,41.9,32.2,31.7,25.5,12.8,0.323466667,4.51,0,3
22.59420297,92.16404889,06-12-2017 13:27,193.8,137,111.5,35.4,24.5,0.419008333,14.32,3,10
22.65242372,92.15898865,06/13/2017 06:48:00 PM,390.4,357.8,305.2,35.2,24.6,0.330325,41.58,5,10
31.70779,76.932771,08-09-2016 19:22,155.5,133.4,108.7,31.1,22.7,0.39655,2.55,2,10
32.94818322,75.12206351,06/21/2017 06:51:00 PM,21.6,20,16.9,34,21.3,0.267158333,2.56,0,3
30.86642127,76.99790295,06/29/2017 01:20:00 PM,64.2,35.5,32.7,29.7,18.6,0.320075,4.65,0,5
28.301686,84.386742,06/30/2017 05:15:00 PM,332,169.9,121.2,29.4,21.4,0.420966667,14.54,6,10
30.94222039,76.80054202,06-07-2017 13:27,16.8,15.2,8.9,42.3,21.5,0.05875,1.78,0,5
33.35149269,74.23352995,06-08-2017 13:27,13.8,5.3,5.3,35.9,15.7,0.251016667,0.7,0,3
22.80452414,91.91261915,06/13/2017 06:48:00 PM,356.8,334.5,292.5,35.5,24.2,0.412575,45.89,4,10
22.44394492,91.97239273,06/13/2017 06:48:00 PM,371.4,340,308.1,34.3,25.1,0.414841667,44.84,4,10
27.05909317,93.54235868,06-04-2017 13:34,216.1,205.8,110.9,31.2,20.4,0.429708333,-2.12,3,6
28.28120123,83.86441477,06/27/2017 01:10:00 PM,217.3,172.8,33.6,25,17.1,0.416833333,1.85,4,10
12.89674168,74.85970453,06-12-2017 13:27,418.6,341.3,256.5,29.1,23.5,0.352908333,24.83,9,10
33.01346369,74.93530189,06/30/2017 01:20:00 PM,180.5,161.3,151.9,26.3,14.8,0.469225,27.3,1,10
27.05880384,93.54136779,06/21/2017 06:51:00 PM,231.4,137.9,51.9,30.1,22,0.426625,-3.73,4,10
6.586835,80.160486,05/26/2017 04:59:00 PM,179.5,131.9,65.2,30.8,24,0.50755,1.93,4,10
25.907233,91.881892,05/26/2017 04:59:00 PM,77.9,62.7,45.2,29.4,19.6,0.49225,0.74,1,10
25.67061161,94.11844319,06-02-2017 13:34,233.7,196.1,148.3,24.5,15.4,0.500091667,13.55,4,10
24.32420539,93.15020652,06/26/2017 01:20:00 PM,183.6,150.1,61.1,29.2,20.8,0.423375,-0.77,5,10
22.59420297,92.16404889,06-12-2017 13:27,193.8,137,111.5,35.4,24.5,0.419008333,14.32,3,10
6.093508095,80.60687667,05/25/2017 04:59:00 PM,64.6,57.9,41.5,31.5,23.8,0.449183333,3.99,0,10
8.558668245,76.89785918,06-05-2017 13:34,213.7,185.2,57.9,29.8,23.5,0.336475,-4.32,4,10
34.56101506,73.86293399,06-04-2017 13:34,6.3,5.1,0,31.8,12.3,0.267983333,-0.41,0,2
21.556137,85.70071225,06/21/2017 06:51:00 PM,58.1,37.5,19.9,33.5,24.5,0.324716667,2.34,0,10
23.73354779,92.74744512,06-10-2017 13:27,148.3,114.8,59,31.2,16.4,0.401658333,6.02,3,10
27.33861278,87.67107225,06-04-2017 13:34,40.3,21.2,10.2,25.8,15.5,0.34035,0.4,0,10
13.90074546,74.66018578,06-12-2017 13:27,639.6,580.2,489.2,29.5,23.7,0.51255,62.41,7,10
25.11956675,94.36416626,06-12-2017 13:27,111.6,44.1,27.2,23.6,13.5,0.392725,2.38,2,10
24.19467451,91.82931979,06-03-2017 13:34,152.4,138.7,32.8,34.4,24.6,0.421108333,-11.6,2,10
22.65242372,92.15898865,06/13/2017 06:48:00 PM,390.4,357.8,305.2,35.2,24.6,0.330325,41.58,5,10
31.72415448,76.93732121,06/27/2017 01:10:00 PM,88.2,79.1,19.8,32.2,18.6,0.3552,2.44,2,7
27.33861278,87.67107225,06-04-2017 13:34,40.3,21.2,10.2,25.8,15.5,0.34035,0.4,0,10
27.01145644,92.64204045,07-01-2017 15:17,196,179.6,142.9,30.2,23.7,0.42295,18.59,2,10
15.68638494,74.16234114,06/29/2017 01:10:00 PM,382.7,346,241.4,25,19.1,0.511433333,15.63,6,10
6.50950401,80.23142734,05/25/2017 04:59:00 PM,163.8,131.6,61.3,30.8,24,0.505366667,1.72,2,10
6.260792736,80.49138664,05/26/2017 04:59:00 PM,116.2,84.8,54.4,30.3,23.7,0.499291667,4.13,2,10
27.54295099,88.59676956,05/26/2017 01:34:00 PM,420.1,292.2,105.4,30.1,12.4,0.424658333,-6.04,8,10
34.78860948,73.51484236,06/29/2017 01:20:00 PM,43.8,20.1,9.6,24,8.7,0.3442,0.11,0,5
32.23843313,78.06239076,07-02-2017 15:17,30.6,30,21.3,18.7,0.8,0.383025,0.79,0,6
28.27909521,83.00633062,07-01-2017 15:17,117.8,78.2,48.3,23.5,12.9,0.419258333,-0.92,2,10
19.170539,73.022276,08/29/2016 02:32:00 PM,55.1,49.1,29.4,28.8,24.3,0.4087,2.49,0,10
25.660517,94.104931,08/25/2016 06:59:00 PM,29.8,21.9,11.6,26.8,18.5,0.486008333,-0.37,0,10
28.107142,84.307977,07-03-2017 14:32,150.8,119,80.1,31.9,23.2,0.422516667,3.28,2,10
27.8077847,84.43754872,06/30/2017 01:20:00 PM,200.2,51.3,14.9,30.9,22.5,0.412558333,-1.89,1,10
33.029977,74.948082,08/24/2016 05:45:00 PM,15,11.7,5.1,24.4,14.4,0.407758333,-0.28,0,6
28.21676766,84.00622259,06/30/2017 03:17:00 PM,356.9,155.1,85.7,28.1,19.9,0.418308333,2.3,6,10
25.06657276,93.9310888,06/30/2017 03:17:00 PM,131,119.5,40.6,26.9,19.6,0.504416667,1.07,3,10
27.503555,85.219709,08/31/2016 02:32:00 PM,124.2,87.3,38.9,28.6,21,0.420483333,0.89,0,10
31.45206,78.401303,08/21/2016 05:45:00 PM,60.7,40.7,17.7,0.5,-9.6,0.52715,0.19,0,10
32.30628994,77.52161234,07-03-2017 15:17,38.2,38,13.9,2.6,-9,0.3892,-0.14,0,6
6.702272807,80.38461313,05/26/2017 03:17:00 PM,226.1,171.8,90.5,29.8,23.3,0.507975,6.05,5,10
28.06986667,83.65247597,07-01-2017 15:17,77.7,57.5,31.3,26.3,17.8,0.410391667,1.3,0,10
24.768609,92.821182,09-01-2016 14:32,73.5,73.2,31.4,34.2,23.7,0.485383333,1.54,1,7
28.007828,86.191717,08/31/2016 02:32:00 PM,125,77.8,28,20.8,10.8,0.41375,-0.21,0,10
28.27254506,83.95706865,07-02-2017 15:17,410.2,370.1,296.3,27.6,20,0.422466667,34.32,6,10
27.10647226,93.65975252,07-01-2017 15:17,208.7,183.9,157.5,29.8,23.6,0.424866667,22.3,2,10
14.52203442,74.41035052,07-03-2017 15:17,292.4,222.7,89.1,28.1,23.6,0.345058333,-4.11,8,10
27.08168565,93.60815652,07-01-2017 15:17,208.7,183.9,157.5,29.4,23.2,0.424866667,22.3,2,10
33.18477201,75.80813836,06/29/2017 01:20:00 PM,60.4,33.9,25.8,32.1,16.4,0.345,2.69,0,10
30.922325,78.681379,08/28/2016 02:32:00 PM,72.5,46.6,23.5,24.4,15.6,0.414791667,1.1,0,10
33.08146902,75.29750088,06/30/2017 01:20:00 PM,139,122.7,106,25.8,12.7,0.4887,17.3,1,10
32.26186432,78.0685005,07-02-2017 15:17,30.6,30,21.3,14.8,-3.1,0.383025,0.79,0,6
32.24637329,78.06616409,07-02-2017 15:17,30.6,30,21.3,16.1,-1.8,0.383025,0.79,0,6
27.18732399,87.50256183,06/30/2017 03:17:00 PM,169.7,127,69.5,22.4,15.7,0.420291667,1.58,2,10
27.769793,93.50995626,05/24/2017 08:14:00 PM,91.9,80.1,35,29.5,17.4,0.422458333,1,0,10
23.73941422,92.71505961,06-01-2017 13:34,151,140.5,116,30.6,16.5,0.376116667,7.56,1,10
29.132062,81.811777,08/15/2016 07:22:00 PM,167.5,125,21.9,24.6,15.6,0.421566667,-5.26,3,10
6.518587251,80.18135876,05/26/2017 03:17:00 PM,173.9,126.8,69.3,30.6,23.8,0.505716667,3.34,3,10
28.24831087,83.97447829,07-02-2017 15:17,378.3,358.2,246,27.8,19.6,0.421791667,31.46,6,10
30.995694,78.936314,08/29/2016 02:32:00 PM,82.4,59.8,33.9,19,8.8,0.404091667,0.8,0,10
27.04768643,93.61899644,06/30/2017 03:17:00 PM,132.5,103.6,70.1,29.9,23.4,0.42255,6.74,2,10
27.767046,84.469745,09-02-2016 18:04,69.2,58.8,33.9,33.2,24.1,0.422633333,1.41,0,10
24.95178179,94.20340026,07-01-2017 14:33,136.9,127,48,28.3,20.7,0.502416667,-3.74,4,10
26.10035658,91.87351723,07-03-2017 14:33,211.7,161.2,102.9,32.4,25,0.5064,2.88,6,10
27.943851,83.805661,09-03-2016 18:04,75,64.7,37.7,27.7,19.3,0.423458333,-0.11,1,10
