latitude,longitude,event_date,precipitation_sum_last_10_days,precipitation_sum_last_7_days,precipitation_sum_last_3_days,temperature_2m_max_in_last_10_days,temperature_2m_min_in_last_10_days,soil_moisture_0_to_7cm_mean_last_5_days,rainfall_trend_last_5_days,days_with_rain_gt_20mm_last_10_days,consecutive_rainy_days
25.696544,66.370214,2008-10-09 00:00:00,0.0,0.0,0.0,35.3,23.0,0.012066666666666663,0.0,0,0
29.593372,92.685272,2011-10-11 00:00:00,10.200000000000001,2.0,1.7000000000000002,4.1,-12.8,0.35525000000000007,0.05000000000000004,0,3
20.89677,93.432003,2017-02-14 00:00:00,0.0,0.0,0.0,30.2,9.5,0.2982916666666668,0.0,0,0
34.517682,96.8277,2011-11-21 00:00:00,0.7,0.1,0.0,-8.8,-29.4,0.3558249999999998,0.0,0,1
31.754858,89.816525,2011-07-01 00:00:00,23.0,22.200000000000003,19.9,14.9,-2.4,0.1769083333333333,2.0,0,3
27.716374,65.810085,2011-01-17 00:00:00,0.0,0.0,0.0,17.3,-3.2,0.021399999999999968,0.0,0,0
25.005965,92.781145,2014-01-31 00:00:00,0.0,0.0,0.0,24.9,10.6,0.2189833333333332,0.0,0,0
27.885719,61.385839,2014-01-31 00:00:00,0.0,0.0,0.0,18.0,-2.3,0.08677499999999999,0.0,0,0
31.517109,77.912103,2010-11-17 00:00:00,0.1,0.1,0.0,14.1,-5.1,0.30774166666666625,-0.01,0,0
19.663877,95.912039,2009-05-16 00:00:00,27.8,27.599999999999998,23.299999999999997,38.5,23.2,0.2974,0.61,0,5
26.958388,93.388137,2016-07-02 00:00:00,170.4,115.4,65.89999999999999,30.8,23.9,0.4080749999999997,2.3500000000000023,3,10
38.661943,89.369585,2014-06-28 00:00:00,32.3,31.299999999999997,12.5,16.9,0.4,0.21059999999999995,-1.38,0,7
33.542826,67.619762,2010-10-16 00:00:00,0.2,0.2,0.2,13.0,-3.2,0.05900833333333331,0.0,0,1
25.195944,92.736206,2014-03-06 00:00:00,10.1,8.1,3.8,22.0,12.0,0.3002749999999998,0.17,0,3
29.102511,96.609815,2013-10-09 00:00:00,70.8,55.599999999999994,21.3,9.3,-11.0,0.4122916666666665,-2.14,0,9
26.660307,80.363622,2013-10-15 00:00:00,20.2,7.2,0.5,30.8,21.7,0.36272499999999996,-0.62,0,4
34.534768,66.273847,2015-10-11 00:00:00,0.4,0.2,0.0,16.8,-2.6,0.13117500000000007,-0.04,0,1
27.186637,89.415032,2011-04-12 00:00:00,25.7,12.299999999999997,5.6000000000000005,12.0,-1.3,0.36265833333333297,-0.08,0,10
33.348683,77.149262,2014-06-13 00:00:00,0.2,0.2,0.2,0.6,-14.7,0.08699999999999988,0.0,0,1
17.934232,78.510491,2008-10-26 00:00:00,21.6,4.5,0.0,29.5,16.1,0.3315166666666665,-0.44,0,3
19.680609,83.000159,2013-01-02 00:00:00,0.0,0.0,0.0,28.0,9.1,0.1560749999999999,0.0,0,0
24.164972,74.158424,2011-07-11 00:00:00,74.4,73.4,38.900000000000006,33.5,22.7,0.39384166666666665,-0.8,0,6
31.474003,86.341432,2017-06-16 00:00:00,6.3999999999999995,4.5,2.7,8.1,-6.6,0.3736083333333331,-0.02,0,10
23.660376,94.819885,2014-03-26 00:00:00,3.0999999999999996,3.0999999999999996,1.9,35.6,17.1,0.29224999999999973,-0.23999999999999994,0,1
36.111217,97.71,2013-02-17 00:00:00,1.2,0.0,0.0,4.4,-19.3,0.06759999999999992,0.0,0,2
22.90355,92.859943,2013-03-23 00:00:00,1.3,1.3,1.2,33.1,14.1,0.12513333333333315,0.24,0,1
33.906468,64.337531,2014-07-28 00:00:00,0.0,0.0,0.0,31.5,3.6,0.11500000000000019,0.0,0,0
28.661571,97.432691,2014-09-29 00:00:00,80.0,38.5,11.1,13.6,1.5,0.3968166666666669,-0.31,1,10
24.891761,92.717914,2007-10-26 00:00:00,40.0,11.0,0.0,30.2,17.8,0.4451249999999998,0.0,0,5
33.927377,71.281107,2014-12-02 00:00:00,6.4,6.1,4.8,21.4,6.2,0.1438416666666667,0.14,0,3
32.679682,92.677749,2016-02-20 00:00:00,0.0,0.0,0.0,-2.8,-26.7,0.35399999999999937,0.0,0,0
25.435054,79.536571,2012-10-27 00:00:00,0.0,0.0,0.0,32.4,17.8,0.16625000000000004,0.0,0,0
30.683254,88.283165,2017-03-04 00:00:00,0.7,0.7,0.7,-0.7,-19.0,0.3190000000000002,0.0,0,2
24.030705,73.796152,2012-10-21 00:00:00,0.0,0.0,0.0,32.7,16.7,0.1554083333333332,0.0,0,0
32.941678,82.260468,2009-07-28 00:00:00,16.2,16.2,7.799999999999999,20.4,2.4,0.12736666666666666,0.5,0,6
